p_sat,Rgo,Bo,Bg,Bw,Visc_o,Visc_g,Visc_w
3501.0,1576.0575128922264,1.820402421248727,0.0007716315784551595,1.024137072687516,0.24563355751887633,0.027190739743556167,0.4395420444414037
6415.0,2908.870467175117,2.443401568161458,0.0005396404337950074,1.0100611883480501,0.1889800550403241,0.036924750113359855,0.569246652345575
3265.0,1235.2697420385339,1.6414264518849315,0.000770368174583391,1.019530754684696,0.3318283169234893,0.027384598204456576,0.48472986973883264
5575.0,6219.598203340437,4.080450325834172,0.0006095831492324064,1.0227018274321185,0.05887279834187563,0.032133871658593646,0.44819405745237123
3415.0,1337.6825870753873,1.6884944148949834,0.0007386198837066736,1.0179948143147641,0.3128949472750363,0.02864876787672169,0.5022475312905235
2965.0,1018.7316235298742,1.5348158642558956,0.0008281585890676005,1.0199217813728347,0.39953150403038296,0.025187712171331204,0.4805591983723228
4215.0,1630.5830252117335,1.8159777852967531,0.000629499445484897,1.010873237627849,0.3001058386585375,0.032182509001035156,0.5994302816338202
2915.025,911.8166270057435,1.468304743927637,0.0007859842987415134,1.0132275941676427,0.46961865195341956,0.025635079260718018,0.573338297706298
325.025,29.238492313773065,1.0245315674694635,0.007156551472932136,1.006263962313271,7.5300603996909885,0.009763313344676082,0.7657895720163217
2515.0,824.9106677832752,1.4422277652382103,0.0009356816145516366,1.0205673670957989,0.45960918023960795,0.022958257830937925,0.47299470257797843
3162.0,1117.199422715345,1.5821284476096251,0.0007879785175162888,1.0197722177481607,0.36934437036038276,0.026761848053703206,0.48214538279397273
2915.0,1015.3248020706457,1.533663683680092,0.0008312945326206033,1.0203288986294143,0.39049549891952634,0.025784924678061677,0.4760594508443191
3981.0,1745.6406665648476,1.8821149810055686,0.0006675064733333355,1.0139771261976147,0.2660057570331812,0.02929576814239797,0.5523316196133732
3765.025,1859.3389064677801,1.95361696767635,0.0007240275175756359,1.0203679437119728,0.22305083077292906,0.02766651038604092,0.4749307322969261
4115.0,1804.0226044874087,1.9210383926918166,0.0006835463279691893,1.019706671038938,0.24208682860914443,0.030008203678357395,0.4807954021209989
2115.0,634.4220756826807,1.3374305859019189,0.0010132333558212706,1.017531079720716,0.5839256385682057,0.02209205502761742,0.5094214626270585
3365.0,1224.6004720717685,1.6382426465944813,0.0007732215998156111,1.0232311654482245,0.3281437196917819,0.028485759208238506,0.4474336947263596
2865.0,900.2724114506299,1.4633637258425958,0.00078786631097643,1.0149750520181315,0.46244351075125983,0.027423749359862967,0.5452648288413283
2835.0,907.8972864539326,1.4721211416107653,0.0008195631873029794,1.0181533937322318,0.4499358524390053,0.0266480023814111,0.5014631096068874
2615.0,851.4938859979818,1.4509675672715527,0.0008936613913216849,1.020664337818201,0.4550143207800646,0.024531803930037555,0.47210267475434625
2965.0,1013.3251823767823,1.5340519176941882,0.0008408538671662719,1.0223281753361375,0.39561626399621674,0.02540950791773646,0.45547427071430824
4280.0,2188.14463425518,2.1133647277165055,0.0006774790926604304,1.0207481149557978,0.19488538833606267,0.029700209610564497,0.46983982844062083
5187.0,3034.918646409811,2.510403588677896,0.0005984987212997308,1.0151789787975694,0.156795841953014,0.03420999308149078,0.5236753526572436
4375.0,2361.0634865550555,2.193168014032146,0.0006624829674106009,1.0195523864109146,0.18183585193129304,0.031104942815980897,0.4813808895715488
5183.0,3201.7703910839314,2.5906745954348587,0.000594584498368686,1.0140317258280969,0.15257544115198446,0.03283484470257851,0.5378702808913777
4088.0,2004.8041172234794,2.0085702687581377,0.0006595326747006714,1.0148110076009305,0.22679874127069133,0.030920504770950787,0.5394469778029568
4328.65,1900.7647691872164,1.9516430221921943,0.0006310370913830634,1.0127348771967806,0.251679092977423,0.0328458940674876,0.5670508539928165
3565.0,1352.9073104145039,1.6882049896002265,0.0007000433621039784,1.0144907352412702,0.32640734103818925,0.029861192807950472,0.5483800249739168
4451.0,2024.053041069938,2.012357030795424,0.0006299888695967801,1.0146258531642487,0.22610915065438641,0.03604252180457858,0.5384969850098383
3995.0,1705.6708075726544,1.8692201605090113,0.0006858515675763694,1.0191428561149818,0.25223240330375446,0.031336633665888215,0.48718228187089374
3955.0,1541.8895460981882,1.775930904904043,0.0006552143635982769,1.0129376967555974,0.3003202924953677,0.032464922700503364,0.5684709473034012
3865.0,1499.9015450426161,1.7599412572749777,0.000674461316294391,1.0151297331212954,0.300584955444966,0.0316623286372923,0.5369049604096128
4217.0,1951.359056579779,1.977160603603758,0.0006414093141157377,1.0138876949262425,0.2350317290850079,0.033881986005026773,0.5512103499945851
4145.0,2043.0125405160052,2.031912597598889,0.0006670978604497632,1.0175373436466668,0.21378357107440943,0.03165977311457141,0.5044843827206947
3465.0,1288.2462904884892,1.6573899550735545,0.0007143867687243004,1.014178507501293,0.3434591644994587,0.02826935105433031,0.5538569712721741
2515.0,798.9624992215383,1.4228682839345854,0.0009077553617216303,1.0188053359337237,0.48533307252298125,0.023831967735885452,0.49344208272577883
2215.0,692.8444457850663,1.3753451228506741,0.0010322758843629258,1.021735067561102,0.5271295031252121,0.02182984432042816,0.4596692949305642
3165.0,1180.4198013425503,1.6172350461179608,0.0007949076666685112,1.0234050717411254,0.323973816878195,0.028690736228186846,0.4456104107261157
5655.0,2382.783228555623,2.1935778084506037,0.0005784969815055655,1.014706715451,0.21242571730160123,0.03565473470458855,0.5237458132525149
3865.0,1459.8364683416237,1.7519996271967138,0.0007107103236722085,1.0204016831582763,0.3012203102994975,0.028729735360929216,0.47437171817580726
4820.0,4772.423266561888,3.3696008328218423,0.0006423880138763671,1.0209193473404257,0.0824888343151217,0.03055329792427856,0.46633037397138405
3815.0,1534.7474521502284,1.780311435584431,0.0006862914038849435,1.0158298585027599,0.2915903863225123,0.030155049255277507,0.5277703787098313
3565.0,1532.36759084377,1.7844235374753088,0.0007213735243270673,1.0173337956651796,0.2772699563448757,0.028590262072927596,0.5097983115349248
4271.0,1871.6472302788507,1.9261270255614393,0.0006127345312426507,1.009126984227523,0.2560470409701563,0.036361490513034174,0.6312861161361765
5335.0,4379.390605794467,3.188859149897336,0.0006227887464178471,1.0232606552496692,0.08790859243937954,0.03187559037114815,0.44465987620834146
3615.0,1406.6449357809418,1.7150348132764304,0.0006962775719838188,1.0146459821678653,0.31435627905467245,0.02999301759041216,0.545710682442176
3992.0,1937.8494615295517,1.9890405114188565,0.0006988051241064754,1.021269945403435,0.21170227933983835,0.030397861973089305,0.4655077493545488
3865.0,1582.846595697575,1.806388373208157,0.000688932440850212,1.0171380413096147,0.27950653169046497,0.030223802215882112,0.5107864612861339
6058.0,4430.989716022744,3.1649863279893826,0.00054021097895977,1.0075651115713096,0.12454723105126894,0.036840014703043045,0.6155695064276012
3365.0,1057.0640790854945,1.5339901706800032,0.0007005397760536129,1.0114307316949367,0.43041795067955896,0.02956290799539012,0.6014753228200435
2415.0,731.9622224273573,1.3836497923714237,0.0009249278337463398,1.01558831525242,0.544240697276934,0.022476134853933374,0.5372377496296012
5435.0,6135.998681920826,4.043287203683947,0.0006202399155005027,1.0238665429385148,0.05775386389494644,0.03162914876570863,0.43969105028064515
4535.0,2652.89756765388,2.343544193810374,0.0006649049524102277,1.0221406470510022,0.1553538538395241,0.03035569089667176,0.45626878309842406
4575.0,2753.62094665868,2.390756454312219,0.0006595578566887522,1.021703429471214,0.14983709180398416,0.030876596268757415,0.4600592540059622
5238.0,3295.205241138211,2.6534930857891856,0.0006179709292104931,1.0207503674814167,0.1293994254477559,0.0326118405361719,0.465984507459016
5055.0,3499.6447989325784,2.755235070232372,0.0006320901282951241,1.022012162976753,0.11604722529261279,0.032079009507993264,0.45579706475172094
5210.0,6396.833702120335,4.173087081165215,0.000638199414414282,1.0256610006170241,0.051653527268834466,0.031100619801524707,0.4269953941136558
5019.0,4317.041982389965,3.1494726246167013,0.000634054421774356,1.0221348757137259,0.08945770481699317,0.03253291129161995,0.4548811350604838
4786.0,5164.326096892242,3.5701621243721178,0.0006566081855183463,1.0235486163358758,0.07041109316001583,0.029532351372267073,0.443792194851061
5326.0,5074.4297824347705,3.516317058355067,0.0006149920158355917,1.0210663493440972,0.07756377522297438,0.03262149286002928,0.46278382659683187
5217.0,4869.18041615097,3.421920727337825,0.0006264804649728555,1.0227195849971102,0.07773303210426978,0.03212219842170335,0.44935874492925265
5179.0,9731.363769017737,5.805462051292362,0.0006516112747825236,1.0284386025698231,0.028060724415820623,0.02946619395004299,0.40827114201771053
4756.025,2445.859705045176,2.22550933579856,0.0006208587298752299,1.0154205646633272,0.19388567749502372,0.03234232758036425,0.5252169978212413
5249.65,2608.3071819868824,2.295202921968636,0.0005754992155932438,1.009884385423711,0.2051669200211711,0.03168144319470095,0.5967437501154893
4315.025,2142.973902172581,2.088678776651299,0.0006686124385370507,1.019127123452584,0.20657040743342706,0.029412084512683897,0.4860453818211809
2965.0,988.3330574825802,1.5139213002421452,0.0008023648647624089,1.0172981448609015,0.4195086694525036,0.02609254130208878,0.5121678255684017
3169.696,1132.3243531721016,1.5905737226891061,0.0007897989986554263,1.0200218845236122,0.3633666204730156,0.026605762510245778,0.47939097046023393
4115.025,1777.6018553973327,1.8949052089204768,0.0006527182825961241,1.0144536869873562,0.2583638141303048,0.03240907603780374,0.5441761712522237
3005.696,1045.9832667161172,1.5472022527963394,0.0008111557393405202,1.0198313324779344,0.38605453285362556,0.026314213842986416,0.48156318143636767
1265.025,273.38346414187185,1.1866556745791736,0.002039628150435603,1.0232379484981984,1.0721852606502251,0.014795375166517672,0.43945348780591603
5276.0,5083.434275935365,3.511175322695352,0.0006045443389415185,1.0175465643733899,0.08525345525685112,0.032018134313371395,0.49649009419480683
4925.0,3239.0010905194063,2.6237747607933235,0.0006313752497102418,1.019956136435274,0.13217379064991128,0.03164444101970621,0.474842120080574
4884.0,3580.9058489970407,2.7940695213070494,0.0006397226710698104,1.0213315245573478,0.11425270367539148,0.031043965214542293,0.46235653328553333
3815.0,1976.8365810291805,2.0146361358347455,0.000728787808926999,1.0233068348264016,0.19719249835805272,0.028804016733619604,0.4469221375127386
4374.0,2424.0183253889372,2.230065079376997,0.0006738089064912223,1.0217004315934246,0.17102274188236186,0.030251870572696023,0.4606259232309843
4161.0,2007.721225152488,2.0229787466776745,0.0006841277026532005,1.0207895676364742,0.21031408414893837,0.030399029078762223,0.46977502064782434
5490.0,7800.328009270964,4.824742989343477,0.0005958199698547092,1.0176973372656746,0.05252034673066423,0.03163103404092427,0.493187848633346
4633.0,3402.1931260675983,2.705690685052627,0.0006544210646434548,1.0212099984357887,0.11926152517971679,0.03062854908338352,0.46435922539079666
4618.0,2938.6663478038718,2.5060327364239567,0.0006979342800807235,1.031050683985199,0.11664744085033012,0.02901385590007702,0.3915899942022272
4856.0,3193.700126651183,2.5894997922876244,0.000622746789396514,1.0174552056185342,0.13713186489813622,0.0343235161542479,0.5007357379321139
5098.0,4047.989375303134,3.0076834171537135,0.0006175345123952735,1.0190692421386893,0.10280390892961455,0.03443135512464602,0.48242229507867573
4695.0,6727.6131677807225,4.327219173017251,0.0006648756128290866,1.0238453660801312,0.05076771213462798,0.028896935048069228,0.44156277487825124
3658.0,1681.435513629363,1.8663462698499713,0.0007363167975137117,1.020952490021949,0.2439216074258043,0.027749532316307807,0.4691689180357118
3515.0,1565.3239921895297,1.8206564036555832,0.0007892578199750333,1.0276202355715724,0.23700917482467534,0.026996158220217333,0.41189005688325453
3515.0,1555.419520685711,1.8190702848698712,0.0008006149354080962,1.0292633755299123,0.23487656057842174,0.026547598181923877,0.40028151567893633
4815.0,2775.7115933028804,2.392137788827401,0.0006329711414991251,1.0193974266220538,0.15470220237425358,0.03383852138530695,0.4808293544274504
7295.0,10988.864142666447,6.366769117442492,0.0005248561537611563,1.012722134203626,0.03909226040119072,0.03538262009996089,0.52148754136794
4735.0,2746.2831889167583,2.3782459557084685,0.0006365137158607922,1.0190463587984453,0.157953453985918,0.03293161357269328,0.4847783443926317
2236.696,698.4251507449021,1.3795995910753587,0.001048766652418945,1.021097296590384,0.5320060554366162,0.020825521751434723,0.46652623656045206
3314.696,1261.290113451386,1.6637485697577423,0.000805508367734853,1.0218167342984044,0.3312749574476857,0.02413333694985975,0.4607718935721318
4498.0,1874.2764818197177,1.9360044917246306,0.0006224674513704641,1.0136369854386174,0.24770078286343208,0.03775906812907618,0.5516265767437739
3365.0,1315.5287611502822,1.67975043026754,0.0007522454725602017,1.0184079906472596,0.3175514888622289,0.02756227755680741,0.4974480541050888
3955.0,1814.5794329052046,1.9225813369061608,0.0006868763666569858,1.0183610224667907,0.23711720313463416,0.03066374079035598,0.4959750005444769
4349.0,1770.7674558777035,1.886611582305854,0.0006322105727657926,1.0140736130666212,0.2591721994819351,0.036964537659287124,0.5471467453633705
3915.0,1642.3538632561083,1.8342971479168784,0.0006814381900110803,1.0170039540223517,0.2678875933909648,0.03125351485989643,0.5121566150592268
4133.0,2022.3989176997588,2.0236183368377616,0.0006728476763978438,1.018755667142944,0.21094098694719285,0.032002560509564446,0.49082413849698947
4397.0,2393.6144423674614,2.2051639544364154,0.0006534539876666118,1.0179873706724252,0.1838837954233861,0.03147765397731604,0.4979239025638501
5706.0,11631.557617303066,6.690964285783302,0.0006021663428883413,1.022207850963958,0.027893582567935123,0.0324488048130723,0.45154350426882306
4809.0,4804.481349946651,3.385031072017871,0.000644016515792857,1.0212661527825397,0.08084381984099237,0.030803139639615222,0.46322383634410036
4257.0,2154.0484291966454,2.08920215889048,0.0006668717068342299,1.0192973918372823,0.19762892963217055,0.03214910422021135,0.48451231737324335
4127.0,2098.054281943338,2.059122038640631,0.0006689662443070882,1.0175882089591044,0.2070602908664903,0.03146948597253858,0.5039931246005678
4503.0,2229.5555196299956,2.110007347294886,0.0006183045446065384,1.0122284784072964,0.21634924118069376,0.033658122554198686,0.5724857601559836
4335.0,1728.9076032746648,1.8601978580419654,0.0006166853901924277,1.010537437845975,0.2788760362855953,0.03611005958906118,0.603357701461261
2900.0,1023.8499231630465,1.5387167399801442,0.0008327702237478518,1.0209593996928128,0.3800113851733146,0.026242397289381828,0.46928345418158796
3584.996,1722.9261492325131,1.8889108931155003,0.0007486203153432998,1.0205359208804627,0.23784387011753189,0.026497346653112756,0.47350913824710156
3313.0,1133.1552443418711,1.5865754939055414,0.0007602603641675715,1.019416353402796,0.37490182477236356,0.028049267820666548,0.4859436657267404
2551.0,816.4118116707239,1.4316078815181597,0.0008970114065202294,1.0193173339357802,0.47451812352528455,0.024377048133196084,0.48731498130446466
2528.0,804.5006928611277,1.426398996968413,0.0009201603259119905,1.0199500058400555,0.486332128620671,0.023448906770526915,0.4799373441964608
2562.0,841.6364446526892,1.4489598705529025,0.0009148157678799676,1.0198825328909906,0.4552931898679944,0.023374290427341807,0.4807539613180766
1714.9959999999999,530.6908633835384,1.2983343193264778,0.0013582350569795371,1.0265999326506878,0.6343894382348535,0.0186693880129865,0.41205580632466016
1614.9959999999999,490.157198916638,1.2777006490651794,0.0014551987309150242,1.0251902888411542,0.6837370257708777,0.017642198714544234,0.4234566236221939
3575.0,1413.3286955559477,1.7236149360572872,0.0007161691452505516,1.017019538600942,0.30526068530886025,0.029140473010574614,0.513689644602483
3131.0,1155.305925720759,1.6048014784024363,0.0008018754863552009,1.0210401457738767,0.34709194277804717,0.02643089400888308,0.468563786766859
2992.0,1096.183978231146,1.576071940661099,0.0008219142642849913,1.021055925704226,0.35715303166392437,0.026158742722300232,0.4683396829065096
1614.9959999999999,501.5767730095031,1.2867014796367833,0.0014927000809290371,1.028353634775565,0.6613828278648843,0.0176507950858215,0.39757120218678305
3629.0,1435.1331647938487,1.737258440887618,0.0007208836863249003,1.0183390585988359,0.30042841880718263,0.028624973334645042,0.4974792887409619
2788.0,942.4805097427766,1.5000175651313619,0.000879308377347532,1.0212013711884258,0.4214332754491964,0.02381793061336197,0.46661662906455387
3482.0,1387.2625517080207,1.7194484936810879,0.0007543896164146682,1.0214032347720918,0.2947469936383505,0.027975779625590412,0.46482794606388184
2976.0,1037.5964369731644,1.5448582300843177,0.0008256470329961276,1.0201943535515745,0.38893808041576483,0.02544983547939752,0.4775477788573912
2814.696,975.3434938026717,1.5179449012216442,0.0008744690987606238,1.0211442857665773,0.4044118310661533,0.023836535807949727,0.46724938005015415
2364.696,756.4356410351082,1.4109143411456941,0.0010125280717981782,1.0211565517896288,0.49719183415037893,0.02106682381488392,0.46625064255033005
2988.0,1097.1843074859803,1.5788955073820903,0.0008341370621878101,1.0225821026062056,0.35256884600566735,0.025913898236267607,0.45304951972126484
2327.0,742.279515219045,1.4020097055286416,0.0010014257001149409,1.0218274509050518,0.49660377716338944,0.0220819916580791,0.4590712698086035
3841.696,1643.34135873795,1.840480296519397,0.0007021540178853632,1.0192624068092506,0.2597055243520663,0.029988277305402475,0.4864104027916276
3452.0,1459.2158590516362,1.7619870369845723,0.0007782754735078999,1.0245766791610345,0.26563647950917174,0.027323089776721314,0.4357259514396604
2774.696,1019.8060619267153,1.5515942982857416,0.0009295269551975398,1.0287541497938264,0.35123985163445703,0.023891809791504234,0.40106741351241065
2737.0,1003.1742021663737,1.5426844103921449,0.0009317303823430483,1.0278617880868528,0.3573608574888108,0.023804416829730207,0.40745904645752673
2665.0,954.0866235216396,1.5211013984762163,0.0009787579398641908,1.0313097105825355,0.36859896702373374,0.023109687793659166,0.3831193736518522
2665.0,908.9076501297167,1.4895771033263185,0.0009428264418063461,1.0280174928086205,0.4053773367689148,0.023983216958920216,0.40598114046125616
2765.0,931.8265527710291,1.4965361664876855,0.0008983253398289428,1.0261972059809785,0.4067073136043235,0.02511502037798837,0.4205472512992083
2665.0,782.6780543081898,1.3945602335419582,0.0007475737472775689,1.0118645142033509,0.5115903277797159,0.03442157390728566,0.6001648014889895
2865.0,960.8780571810396,1.5025650344037635,0.0008236232472733911,1.018961946367033,0.4162141899924845,0.026355133983741966,0.4916109197998731
3265.0,1120.3840684681777,1.5775703423923022,0.0007503705930727548,1.0189401647931333,0.36881653509200996,0.030247855595265966,0.4914378833787524
3165.0,1182.2817972876887,1.6166341484494384,0.0007886767289372016,1.0203609849897186,0.33981974259004505,0.027074134065624946,0.4757208328232301
3215.0,1083.4244492836474,1.5593986558412816,0.0007594142384033907,1.019057680448958,0.38287024352940924,0.029595329753814764,0.49016244094241485
3259.0,1327.0886571050046,1.7003672708811848,0.0008201696000688328,1.0292577154097513,0.26565664286635676,0.028018448537555793,0.3994582333972518
2290.0,706.8104523600749,1.3778012138070728,0.000960165390496024,1.0186521444920713,0.5230670342532117,0.023208206963326025,0.49509058740572404
3478.0,1466.2030414281223,1.7686121105426598,0.0007894373024481074,1.0290295322649003,0.24417506689195184,0.028797088015163418,0.4017691404644218
2656.22,896.5597456048638,1.4763096534680644,0.000884712390300448,1.0220816014205414,0.4187592559978694,0.025448512703619548,0.45734999754250694
2265.0,719.6734374308829,1.3868875893872168,0.0010334614449705542,1.0240780508036191,0.5201256387780373,0.02207984450571398,0.4368900957137243
3280.0,1511.8867393319938,1.8497993267824866,0.0010324651290466885,1.0641867150293385,0.15038379101104984,0.023353894611108685,0.26090946043295693
3722.0,1749.9215214805158,1.947095054210313,0.0008954693369639641,1.0586229858324028,0.12513955438043875,0.02791747532538576,0.2776681677420994
3697.0,1708.2957926301194,1.9247440157784044,0.0008975721043802793,1.058700395473325,0.12818064726086004,0.02816241628986264,0.27729942948888875
3066.0,1256.50070161712,1.7025985204936744,0.0010411171556820367,1.0605341728072808,0.19341880378267068,0.02440640682089739,0.2682918840059688
2944.0,1212.3430973810782,1.6808099491435342,0.0010708052415407258,1.060862081201213,0.19550002545638842,0.024168931393390526,0.2666167785254642
2923.0,1218.0449552244288,1.688127788487524,0.001088920617449757,1.060917653575265,0.19780752637865084,0.023364788702814908,0.2663306128256563
3789.0,2014.8361359063076,2.0880711519992583,0.0008935519905190041,1.0584137404263483,0.10489961991994237,0.026732338972274394,0.2786608448028101
2356.0,866.2051787171624,1.4910450607713277,0.0011670362911480646,1.0477919685683583,0.3216047613379101,0.022650014395955317,0.30176082050958447
2212.0,796.7081988174422,1.457148092818152,0.0012446139487541446,1.048099307617664,0.35549719035359983,0.021461457203460294,0.29963093697392224
3310.0,1534.11135432223,1.8414828430519725,0.0009444405524430371,1.04776342179378,0.1819696539193261,0.023868944752136394,0.3082732628500441
3067.0,1202.120782344102,1.6648772354164623,0.0009904553178325484,1.0491885545402653,0.24386507687548478,0.024050206735318266,0.301718408716446
3149.0,1319.8288294519698,1.7287646067205706,0.0009746925016201293,1.048584082023528,0.2167659639990625,0.023921270453787967,0.30434622690222113
3005.0,1316.8065917081806,1.7310867319431313,0.0010103350589297508,1.0493489849851305,0.20489195117281508,0.023544093962482762,0.30075798673087767
3609.0,1420.4392608221622,1.7607648020198159,0.0008527444948832253,1.0469210061662118,0.19942276546036586,0.029586331518307966,0.3131542001636966
